order_id,merchant_id,customer_id,order_date,accepted_flag,cancelled_flag,completed_flag,merchant_delay_flag,late_delivery_flag,defect_flag,complaint_flag,prep_time_minutes,customer_rating,refund_requested_flag,refund_amount,merchant_dispute_flag,gross_sales,promo_discount,commission_rate,commission_amount,merchant_cost,merchant_profit,new_customer_flag,repeat_customer_flag,payment_failed_flag
O00000024,M00001,C0092833,2026-05-06,1,0,1,0,0,0,0,13.58,5.0,0,0.0,0,26.54,7.38,0.2746,7.29,12.52,-0.65,0,1,0
O00000025,M00001,C0156505,2026-05-06,1,0,1,0,1,0,0,18.74,5.0,0,0.0,0,19.37,5.42,0.249,4.82,14.68,-5.55,0,1,0
O00000026,M00001,C0061827,2026-05-12,1,0,1,0,0,0,0,18.84,3.0,0,0.0,0,34.46,0.0,0.2227,7.67,15.25,11.54,0,1,1
O00000027,M00001,C0003947,2026-05-26,1,0,1,0,0,0,0,25.34,4.0,0,0.0,0,33.8,0.0,0.2211,7.47,15.12,11.21,0,1,0
O00000028,M00001,C0076503,2026-05-31,1,0,1,1,0,0,0,19.89,3.0,0,0.0,0,33.36,0.0,0.2807,9.36,14.34,9.65,1,0,0
O00000029,M00001,C0024644,2026-05-31,1,0,1,0,0,0,0,19.96,5.0,0,0.0,0,20.09,0.0,0.271,5.44,9.39,5.25,1,0,0
O00000030,M00001,C0099648,2026-05-31,1,0,1,0,0,0,0,16.08,3.0,0,0.0,0,36.32,6.42,0.2979,10.82,18.96,0.12,0,1,0
O00000031,M00001,C0136906,2026-06-02,1,0,1,0,0,0,0,16.86,5.0,0,0.0,0,44.11,0.0,0.2169,9.57,24.31,10.23,0,1,0
O00000032,M00001,C0034578,2026-06-05,1,0,1,0,0,0,0,25.42,4.0,0,0.0,0,16.39,0.0,0.2863,4.69,8.64,3.06,1,0,0
O00000033,M00001,C0170062,2026-06-07,1,0,1,0,0,0,0,12.55,5.0,0,0.0,0,32.42,0.0,0.2074,6.73,15.04,10.66,1,0,0
O00000034,M00001,C0101290,2026-06-12,1,0,1,0,0,0,0,23.05,5.0,0,0.0,0,7.77,0.0,0.2546,1.98,4.5,1.3,0,1,0
O00000035,M00001,C0049023,2026-06-17,1,0,1,0,1,0,0,22.01,4.0,0,0.0,0,26.4,0.0,0.1986,5.24,11.01,10.15,0,1,0
O00000036,M00001,C0181842,2026-06-20,1,0,1,0,0,0,0,19.14,4.0,0,0.0,0,31.38,3.62,0.2061,6.47,10.04,11.25,0,1,0
O00000037,M00001,C0166303,2026-06-21,1,0,1,0,0,0,0,22.33,4.0,0,0.0,0,16.29,0.0,0.2711,4.42,8.99,2.89,1,0,0
O00000038,M00001,C0031960,2026-06-21,1,0,1,0,1,0,0,13.0,5.0,0,0.0,0,24.56,0.0,0.2937,7.21,13.01,4.34,0,1,0
O00000039,M00001,C0025619,2026-06-24,1,0,1,0,0,0,0,17.74,3.0,0,0.0,0,7.8,0.0,0.2332,1.82,3.43,2.55,0,1,0
O00000040,M00001,C0008071,2026-06-25,1,0,1,0,0,0,0,24.31,4.0,0,0.0,0,20.1,0.0,0.1913,3.84,8.94,7.32,1,0,0
O00000041,M00001,C0173714,2026-06-28,1,0,1,0,0,0,0,18.9,4.0,0,0.0,0,84.8,14.67,0.2278,19.32,49.19,1.63,1,0,0
O00000042,M00002,C0039421,2026-02-05,1,0,1,0,0,0,0,24.79,4.0,0,0.0,0,69.77,0.0,0.2257,15.75,27.11,26.9,0,1,0
O00000043,M00002,C0193143,2026-02-05,1,0,1,0,0,0,0,23.02,4.0,0,0.0,0,11.59,0.0,0.2208,2.56,8.7,0.33,0,1,0
O00000044,M00002,C0186684,2026-02-06,1,0,1,0,0,0,0,29.46,3.0,0,0.0,0,17.11,0.0,0.2941,5.03,9.1,2.98,0,1,0
O00000045,M00002,C0182784,2026-02-16,1,0,1,1,0,0,0,24.76,3.0,0,0.0,0,12.24,0.0,0.2568,3.14,4.25,4.84,0,1,0
O00000046,M00002,C0036337,2026-02-18,1,0,1,0,0,0,0,19.11,5.0,0,0.0,0,14.72,0.0,0.2164,3.19,7.69,3.84,0,1,0
O00000047,M00002,C0155715,2026-03-01,1,0,1,1,0,0,0,16.43,3.0,0,0.0,0,14.81,0.0,0.278,4.12,7.35,3.34,0,1,0
O00000048,M00002,C0190235,2026-03-02,1,0,1,0,1,0,1,12.24,4.0,0,0.0,0,35.77,0.0,0.2465,8.82,14.83,12.12,0,1,1
O00000049,M00002,C0112323,2026-03-03,1,0,1,0,0,0,0,24.13,5.0,0,0.0,0,31.03,0.0,0.2761,8.57,16.93,5.52,0,1,0
O00000050,M00002,C0155511,2026-03-08,1,0,1,0,0,0,1,27.71,3.0,1,34.3,0,42.3,0.0,0.2105,8.9,22.7,10.7,0,1,0
O00000051,M00002,C0155938,2026-03-13,1,0,1,1,1,0,0,26.99,3.0,0,0.0,0,35.71,5.2,0.2634,9.41,21.17,-0.07,0,1,0
O00000052,M00002,C0090164,2026-03-22,1,0,1,0,0,0,0,23.19,3.0,0,0.0,0,25.02,2.03,0.25,6.26,15.59,1.15,0,1,0
O00000053,M00002,C0165595,2026-04-04,1,0,1,0,0,0,0,28.09,4.0,0,0.0,0,35.67,0.0,0.2522,8.99,20.62,6.06,0,1,1
O00000054,M00002,C0121510,2026-04-04,1,0,1,0,0,0,1,26.01,4.0,0,0.0,0,11.2,0.0,0.2664,2.98,6.86,1.35,1,0,0
O00000055,M00002,C0095606,2026-04-08,1,0,1,0,1,0,0,30.79,4.0,0,0.0,0,55.43,0.0,0.2612,14.48,37.65,3.31,0,1,0
O00000056,M00002,C0126738,2026-04-14,1,0,1,0,0,0,0,17.64,5.0,0,0.0,0,18.65,3.53,0.2489,4.64,10.16,0.31,0,1,0
O00000057,M00002,C0190467,2026-04-15,1,0,1,0,0,0,0,19.74,4.0,0,0.0,0,15.82,0.0,0.1831,2.9,8.8,4.12,0,1,0
O00000058,M00002,C0162235,2026-04-15,1,0,1,0,0,0,0,28.17,2.0,0,0.0,0,25.04,0.0,0.3034,7.59,13.18,4.26,1,0,0
O00000059,M00002,C0019936,2026-04-23,1,0,1,0,0,0,0,18.67,5.0,0,0.0,0,37.44,0.0,0.3153,11.81,16.78,8.86,1,0,0
O00000060,M00002,C0016573,2026-04-24,1,0,1,0,0,0,0,16.27,5.0,0,0.0,0,17.95,4.39,0.261,4.69,11.68,-2.8,0,1,0
O00000061,M00002,C0044720,2026-04-26,1,0,1,0,0,0,0,20.52,5.0,0,0.0,0,16.27,0.0,0.2141,3.48,10.38,2.4,0,1,0
O00000062,M00002,C0176241,2026-04-27,1,0,1,0,0,0,0,24.72,3.0,0,0.0,0,56.01,0.0,0.2117,11.86,20.75,23.41,0,1,1
O00000063,M00002,C0089372,2026-05-01,1,0,1,0,0,0,0,27.35,5.0,0,0.0,0,22.15,2.55,0.2106,4.66,8.14,6.8,0,1,0
O00000064,M00002,C0088827,2026-05-01,1,0,1,0,0,0,0,21.72,4.0,0,0.0,1,21.66,0.0,0.2253,4.88,10.39,6.39,0,1,0
O00000065,M00002,C0166610,2026-05-02,0,1,0,0,0,0,0,,,0,0.0,0,15.23,0.0,0.224,3.41,7.87,3.94,0,0,0
O00000066,M00002,C0141442,2026-05-03,1,0,1,0,0,0,0,17.17,4.0,0,0.0,0,17.01,0.0,0.1828,3.11,9.05,4.85,0,1,0
O00000067,M00002,C0061043,2026-05-04,1,0,1,0,0,0,0,16.46,4.0,0,0.0,0,13.42,0.0,0.2968,3.98,7.74,1.7,0,1,0
O00000068,M00002,C0132412,2026-05-06,1,0,1,0,0,0,0,18.73,3.0,0,0.0,0,19.57,4.96,0.2257,4.42,12.18,-1.99,0,1,0
O00000069,M00002,C0060931,2026-05-18,1,0,1,0,0,0,0,25.67,2.0,0,0.0,1,21.08,1.81,0.229,4.83,13.1,1.35,0,1,0
O00000070,M00002,C0135363,2026-05-18,1,0,1,1,0,0,0,21.0,5.0,0,0.0,0,29.22,0.0,0.1797,5.25,16.24,7.72,0,1,0
O00000071,M00002,C0054526,2026-05-20,1,0,1,1,0,0,0,28.45,4.0,0,0.0,0,18.43,0.0,0.2558,4.71,10.51,3.21,0,1,0
O00000072,M00002,C0045892,2026-05-22,1,0,1,0,0,0,0,26.03,4.0,0,0.0,0,52.9,0.0,0.2853,15.09,35.61,2.2,0,1,0
O00000073,M00002,C0126525,2026-05-25,1,0,1,0,0,0,0,23.28,5.0,0,0.0,0,24.98,5.62,0.2403,6.0,13.4,-0.05,1,0,0
O00000074,M00002,C0096838,2026-05-29,1,0,1,0,1,0,0,14.61,4.0,0,0.0,0,10.65,0.0,0.2315,2.47,4.09,4.1,0,1,0
O00000075,M00002,C0192560,2026-05-30,1,0,1,0,1,0,0,21.41,4.0,0,0.0,0,42.13,0.0,0.2325,9.79,23.62,8.72,0,1,0
O00000076,M00002,C0114766,2026-06-08,1,0,1,0,0,0,0,18.37,5.0,0,0.0,0,22.67,0.0,0.2468,5.59,12.62,4.46,0,1,0
O00000077,M00002,C0057229,2026-06-12,1,0,1,0,0,0,0,16.18,4.0,0,0.0,0,30.14,0.0,0.2283,6.88,17.58,5.68,1,0,0
O00000078,M00002,C0054610,2026-06-14,1,0,1,0,0,1,0,31.75,4.0,0,0.0,0,23.57,0.0,0.2584,6.09,12.49,4.98,0,1,0
O00000079,M00002,C0163744,2026-06-16,0,1,0,0,0,0,0,,,0,0.0,0,57.41,15.14,0.1995,11.45,34.24,-3.42,0,0,0
O00000080,M00002,C0115772,2026-06-18,1,0,1,0,1,0,0,18.97,5.0,0,0.0,0,30.12,8.28,0.2533,7.63,15.26,-1.05,0,1,0
O00000081,M00002,C0114952,2026-06-22,1,0,1,0,1,0,0,21.81,5.0,0,0.0,0,33.16,0.0,0.2319,7.69,20.13,5.34,0,1,0
O00000082,M00002,C0142213,2026-06-24,1,0,1,0,0,0,0,21.46,4.0,0,0.0,0,45.47,9.06,0.2066,9.4,27.09,-0.07,0,1,0
O00000083,M00003,C0101692,2026-02-05,1,0,1,0,0,0,0,26.49,5.0,0,0.0,0,33.89,0.0,0.2568,8.7,20.22,4.96,1,0,0
O00000084,M00003,C0089863,2026-02-09,1,0,1,0,0,0,1,26.69,5.0,0,0.0,0,33.21,6.53,0.3174,10.54,15.51,0.63,0,1,0
O00000085,M00003,C0120772,2026-02-26,1,0,1,0,0,0,0,22.88,4.0,0,0.0,0,24.8,4.06,0.205,5.08,12.6,3.05,1,0,0
O00000086,M00003,C0074286,2026-02-28,1,0,1,0,0,0,0,23.08,5.0,0,0.0,0,27.31,0.0,0.2398,6.55,12.53,8.23,1,0,0
O00000087,M00003,C0041451,2026-03-02,1,0,1,0,0,0,0,19.99,4.0,0,0.0,0,11.58,2.71,0.2444,2.83,6.52,-0.48,0,1,0
O00000088,M00003,C0051163,2026-03-06,1,0,1,0,0,0,0,23.1,4.0,0,0.0,0,22.54,2.26,0.2979,6.72,11.4,2.17,0,1,0
O00000089,M00003,C0102726,2026-03-08,1,0,1,0,1,0,0,30.89,5.0,0,0.0,0,34.39,0.0,0.1898,6.53,16.82,11.04,0,1,0
O00000090,M00003,C0083491,2026-03-10,1,0,1,0,1,0,0,24.7,4.0,0,0.0,0,30.63,0.0,0.2623,8.03,17.54,5.06,0,1,0
O00000091,M00003,C0082971,2026-03-18,1,0,1,0,0,0,0,15.52,5.0,0,0.0,0,38.36,0.0,0.2539,9.74,24.63,3.99,0,1,0
O00000092,M00003,C0167081,2026-03-21,0,1,0,0,0,0,0,,,0,0.0,0,14.67,0.0,0.2357,3.46,7.8,3.41,0,0,1
O00000093,M00003,C0033210,2026-04-05,1,0,1,0,0,0,0,14.66,4.0,0,0.0,0,36.73,0.0,0.1935,7.11,16.99,12.64,1,0,0
O00000094,M00003,C0113245,2026-04-07,1,0,1,0,0,0,0,18.86,5.0,0,0.0,0,27.21,0.0,0.15,4.08,15.88,7.25,0,1,0
O00000095,M00003,C0178631,2026-04-28,1,0,1,0,0,0,1,34.3,3.0,0,0.0,0,35.47,6.25,0.2685,9.53,18.71,0.99,1,0,0
O00000096,M00003,C0162040,2026-05-02,1,0,1,1,0,0,0,16.05,5.0,0,0.0,0,11.2,1.05,0.2976,3.33,6.03,0.78,1,0,0
O00000097,M00003,C0040650,2026-05-20,1,0,1,0,0,0,0,19.05,4.0,0,0.0,0,26.68,0.0,0.2759,7.36,13.53,5.79,0,1,0
O00000098,M00003,C0126616,2026-05-22,1,0,1,0,0,0,0,22.72,4.0,0,0.0,0,13.66,0.0,0.337,4.6,7.26,1.8,1,0,0
O00000099,M00003,C0127857,2026-05-28,1,0,1,0,0,0,0,23.99,5.0,0,0.0,0,25.92,0.0,0.2259,5.86,15.63,4.43,0,1,1
O00000100,M00004,C0066009,2026-02-01,1,0,1,0,1,0,0,23.55,4.0,0,0.0,0,26.75,0.0,0.3145,8.41,13.46,4.88,0,1,0
O00000101,M00004,C0092120,2026-02-02,1,0,1,0,0,0,0,19.39,4.0,0,0.0,0,18.84,0.0,0.2838,5.35,13.31,0.19,1,0,0
O00000102,M00004,C0000238,2026-02-05,1,0,1,0,0,0,0,22.69,5.0,0,0.0,0,38.52,0.0,0.2717,10.47,22.77,5.28,1,0,0
O00000103,M00004,C0167452,2026-02-05,1,0,1,0,0,0,0,15.69,3.0,0,0.0,0,14.56,0.0,0.2058,3.0,6.8,4.76,0,1,0
O00000104,M00004,C0158611,2026-02-06,1,0,1,0,0,0,0,17.23,4.0,0,0.0,0,41.48,0.0,0.265,10.99,18.93,11.56,1,0,0
O00000105,M00004,C0007250,2026-02-07,1,0,1,0,0,0,0,25.54,4.0,0,0.0,0,22.22,0.0,0.2681,5.96,11.7,4.57,0,1,0
O00000106,M00004,C0133834,2026-02-08,1,0,1,0,0,0,0,22.01,4.0,0,0.0,0,20.18,2.5,0.1857,3.75,11.51,2.42,0,1,0
O00000107,M00004,C0181153,2026-02-10,1,0,1,0,0,0,0,26.83,4.0,0,0.0,0,16.33,1.34,0.2647,4.32,9.73,0.93,0,1,0
O00000108,M00004,C0056282,2026-02-11,1,0,1,0,0,0,0,24.1,5.0,0,0.0,0,22.56,0.0,0.2821,6.36,12.72,3.48,1,0,0
O00000109,M00004,C0098491,2026-02-12,1,0,1,0,0,0,0,18.87,4.0,0,0.0,0,24.88,0.0,0.31,7.71,11.58,5.58,0,1,0
O00000110,M00004,C0142085,2026-02-14,1,0,1,0,0,0,0,26.72,5.0,0,0.0,0,15.17,0.0,0.2347,3.56,9.58,2.03,0,1,0
O00000111,M00004,C0046937,2026-02-16,1,0,1,0,0,0,0,11.04,3.0,0,0.0,0,21.31,0.0,0.2816,6.0,11.9,3.41,0,1,0
O00000112,M00004,C0084733,2026-02-16,1,0,1,0,0,0,0,16.9,5.0,0,0.0,0,16.05,0.0,0.2844,4.57,9.19,2.3,1,0,0
O00000113,M00004,C0168034,2026-02-16,1,0,1,0,0,0,0,20.09,4.0,0,0.0,0,15.22,0.0,0.2504,3.81,8.4,3.01,1,0,0
O00000114,M00004,C0006459,2026-02-17,1,0,1,0,0,1,0,22.66,5.0,0,0.0,0,30.25,7.42,0.2933,8.87,10.96,2.99,1,0,0
O00000115,M00004,C0090086,2026-02-22,1,0,1,0,0,0,0,32.45,4.0,0,0.0,0,16.52,0.0,0.2661,4.4,9.35,2.78,1,0,0
O00000116,M00004,C0066881,2026-02-22,1,0,1,0,0,0,0,27.17,4.0,0,0.0,0,18.94,0.0,0.2053,3.89,9.62,5.43,1,0,0
O00000117,M00004,C0032186,2026-02-23,1,0,1,0,0,0,0,33.28,4.0,0,0.0,1,23.97,0.0,0.1985,4.76,14.07,5.14,1,0,0
O00000118,M00004,C0093441,2026-02-25,1,0,1,0,0,0,0,12.8,3.0,0,0.0,0,7.0,0.0,0.2439,1.71,4.8,0.49,0,1,0
O00000119,M00004,C0039966,2026-02-26,1,0,1,0,1,0,0,22.25,4.0,0,0.0,0,45.28,0.0,0.2429,11.0,24.52,9.76,0,1,0
O00000120,M00004,C0163706,2026-02-27,1,0,1,0,0,0,0,14.41,5.0,0,0.0,0,26.29,0.0,0.3033,7.97,13.8,4.52,1,0,0
O00000121,M00004,C0136128,2026-02-27,1,0,1,0,1,0,0,16.88,4.0,0,0.0,0,14.13,3.18,0.209,2.95,9.85,-1.86,1,0,0
O00000122,M00004,C0194859,2026-02-28,1,0,1,0,0,0,0,19.85,5.0,0,0.0,0,16.23,0.0,0.2452,3.98,7.89,4.36,0,1,0
O00000123,M00004,C0008955,2026-02-28,1,0,1,0,0,0,0,25.07,3.0,0,0.0,1,16.7,0.0,0.2321,3.88,9.68,3.14,0,1,0
O00000124,M00004,C0072627,2026-03-03,1,0,1,0,0,0,0,32.8,5.0,0,0.0,0,26.03,0.0,0.2573,6.7,12.16,7.18,1,0,0
O00000125,M00004,C0059212,2026-03-07,1,0,1,0,0,0,0,25.38,4.0,0,0.0,0,62.78,0.0,0.2364,14.84,35.22,12.72,0,1,0
O00000126,M00004,C0195504,2026-03-07,1,0,1,0,0,0,0,19.36,4.0,0,0.0,0,19.52,3.48,0.2468,4.82,9.82,1.4,1,0,0
O00000127,M00004,C0126234,2026-03-09,1,0,1,0,0,0,0,27.77,4.0,0,0.0,0,18.87,0.0,0.222,4.19,9.16,5.53,0,1,0
O00000128,M00004,C0041259,2026-03-12,1,0,1,0,0,0,0,23.35,5.0,0,0.0,0,24.69,0.0,0.2204,5.44,12.57,6.68,0,1,0
O00000129,M00004,C0166902,2026-03-14,1,0,1,0,1,0,0,10.46,5.0,0,0.0,0,33.16,0.0,0.2678,8.88,16.9,7.38,0,1,0
O00000130,M00004,C0047272,2026-03-17,1,0,1,0,0,0,0,18.14,5.0,0,0.0,0,45.76,0.0,0.275,12.58,23.58,9.6,0,1,0
O00000131,M00004,C0034225,2026-03-23,1,0,1,0,0,0,0,20.51,3.0,0,0.0,0,24.21,3.93,0.2759,6.68,13.18,0.42,1,0,0
O00000132,M00004,C0015441,2026-03-24,1,0,1,0,0,0,0,8.06,4.0,0,0.0,0,18.51,0.0,0.2501,4.63,9.59,4.29,1,0,0
O00000133,M00004,C0060961,2026-03-25,1,0,1,0,0,0,0,26.5,4.0,0,0.0,0,31.31,0.0,0.2446,7.66,17.82,5.83,0,1,0
O00000134,M00004,C0008467,2026-03-27,1,0,1,0,0,0,0,12.75,5.0,0,0.0,0,39.32,0.0,0.3406,13.39,22.67,3.26,1,0,0
O00000135,M00004,C0159012,2026-03-29,1,0,1,0,1,0,0,12.49,4.0,0,0.0,0,12.16,0.0,0.2254,2.74,5.74,3.68,0,1,0
O00000136,M00004,C0165899,2026-04-01,1,0,1,0,0,0,0,24.27,4.0,0,0.0,0,24.53,0.0,0.2936,7.2,16.34,0.98,0,1,0
O00000137,M00004,C0181448,2026-04-01,1,0,1,1,0,0,0,24.29,5.0,0,0.0,1,27.77,0.0,0.2292,6.36,15.13,6.28,0,1,0
O00000138,M00004,C0168721,2026-04-02,1,0,1,0,0,0,0,27.92,4.0,0,0.0,0,30.97,5.3,0.3139,9.72,17.37,-1.42,0,1,0
O00000139,M00004,C0128148,2026-04-02,1,0,1,0,1,0,0,20.8,5.0,0,0.0,0,46.21,0.0,0.2411,11.14,24.47,10.6,0,1,0
O00000140,M00004,C0135350,2026-04-05,1,0,1,0,0,0,0,19.97,4.0,0,0.0,0,54.37,0.0,0.2339,12.71,21.39,20.26,1,0,0
O00000141,M00004,C0176003,2026-04-05,1,0,1,0,0,0,0,25.64,5.0,0,0.0,0,24.48,0.0,0.3001,7.35,17.14,-0.0,0,1,0
O00000142,M00004,C0091794,2026-04-08,1,0,1,0,0,0,0,17.12,4.0,0,0.0,0,17.81,0.0,0.2281,4.06,9.86,3.89,1,0,0
O00000143,M00004,C0094044,2026-04-11,1,0,1,0,0,0,0,18.9,4.0,0,0.0,0,14.94,0.0,0.2277,3.4,9.72,1.82,0,1,0
O00000144,M00004,C0071975,2026-04-11,1,0,1,0,0,0,0,15.59,4.0,0,0.0,0,64.3,16.33,0.2786,17.91,25.81,4.24,0,1,0
O00000145,M00004,C0097544,2026-04-11,1,0,1,0,0,0,1,29.45,3.0,0,0.0,0,22.2,0.0,0.1831,4.07,12.34,5.79,0,1,0
O00000146,M00004,C0154405,2026-04-12,1,0,1,0,0,0,0,16.93,4.0,0,0.0,0,47.5,0.0,0.2212,10.51,31.42,5.58,1,0,0
O00000147,M00004,C0114525,2026-04-14,1,0,1,0,0,1,0,23.08,3.0,0,0.0,1,13.01,0.0,0.2053,2.67,7.29,3.05,0,1,0
O00000148,M00004,C0166446,2026-04-15,1,0,1,1,1,0,0,20.41,4.0,0,0.0,0,10.89,0.0,0.3062,3.34,5.75,1.81,0,1,0
O00000149,M00004,C0050507,2026-04-15,1,0,1,0,0,0,0,21.25,5.0,0,0.0,0,27.05,0.0,0.3468,9.38,16.32,1.35,0,1,0
O00000150,M00004,C0156136,2026-04-16,1,0,1,0,0,0,0,29.81,4.0,0,0.0,0,20.03,0.0,0.2049,4.11,11.07,4.86,0,1,0
O00000151,M00004,C0112223,2026-04-19,1,0,1,0,0,0,0,18.34,3.0,0,0.0,0,19.56,0.0,0.284,5.56,11.69,2.31,0,1,0
O00000152,M00004,C0132674,2026-04-22,1,0,1,1,0,0,0,20.53,5.0,0,0.0,0,25.37,0.0,0.2447,6.21,14.37,4.79,1,0,0
O00000153,M00004,C0146467,2026-04-22,1,0,1,1,0,0,0,17.91,4.0,0,0.0,0,46.69,0.0,0.2028,9.47,19.99,17.23,0,1,0
O00000154,M00004,C0021467,2026-04-24,1,0,1,0,0,0,0,22.24,5.0,0,0.0,0,10.65,0.0,0.2454,2.61,5.44,2.59,0,1,0
O00000155,M00004,C0003795,2026-04-24,1,0,1,1,0,0,0,24.01,5.0,0,0.0,0,18.83,0.0,0.2536,4.77,12.63,1.42,0,1,0
O00000156,M00004,C0143659,2026-04-26,1,0,1,0,0,0,0,20.94,4.0,0,0.0,0,26.13,7.22,0.2795,7.3,14.87,-3.26,0,1,0
O00000157,M00004,C0189918,2026-04-27,1,0,1,0,0,0,0,25.94,4.0,0,0.0,0,25.1,2.51,0.2086,5.24,10.83,6.52,0,1,0
O00000158,M00004,C0073937,2026-05-01,0,1,0,0,0,0,0,,,0,0.0,0,9.88,0.0,0.2131,2.11,7.71,0.07,0,0,0
O00000159,M00004,C0081857,2026-05-03,1,0,1,0,0,0,0,23.54,5.0,0,0.0,0,51.5,0.0,0.2622,13.5,32.8,5.2,0,1,0
O00000160,M00004,C0051764,2026-05-06,1,0,1,0,0,0,1,16.95,3.0,0,0.0,0,13.89,0.0,0.2194,3.05,7.44,3.4,1,0,0
O00000161,M00004,C0129898,2026-05-07,1,0,1,0,0,0,0,31.41,4.0,0,0.0,0,13.51,2.83,0.2448,3.31,7.34,0.04,0,1,0
O00000162,M00004,C0189940,2026-05-08,1,0,1,0,0,0,0,24.44,3.0,0,0.0,0,27.86,0.0,0.2664,7.42,14.37,6.06,1,0,0
O00000163,M00004,C0107694,2026-05-08,1,0,1,0,0,0,0,18.46,4.0,0,0.0,0,26.13,0.0,0.273,7.13,15.98,3.02,0,1,0
O00000164,M00004,C0166055,2026-05-09,1,0,1,0,0,0,0,18.83,4.0,0,0.0,0,57.42,0.0,0.2719,15.61,28.65,13.16,0,1,0
O00000165,M00004,C0075172,2026-05-10,1,0,1,0,1,0,0,18.66,4.0,0,0.0,0,14.82,0.0,0.2106,3.12,7.25,4.45,0,1,0
O00000166,M00004,C0149506,2026-05-11,1,0,1,1,0,0,0,28.42,4.0,0,0.0,0,49.05,13.26,0.2318,11.37,29.31,-4.89,0,1,0
